,Date Created,Number of Likes,Source of Tweet,Tweet,Sentiment
3590,2022-11-20 16:54:49+00:00,0,Twitter Web App,Why the hell are the Qatari supporters so quiet in the stadium! The worst thing about this is the silence. Did they think they're gonna come and win this with ease? Did no one tell'em to cheer no matter what? 😂😂 #WorldCup2022 #WorldcupQatar2022 #EcuadorvsQatar,negative
3591,2022-11-20 16:54:48+00:00,1,Twitter for Android,"HT:
QATAR 0 - 2 ECUADOR

Surprisingly Result at the half time 
#WorldCup2022 #FIFAWorldCup #QatarvsEcuador",neutral
3592,2022-11-20 16:54:47+00:00,2,Twitter Web App,"Ecuador's forward Enner Valencia (L) celebrates with Ecuador's defender Pervis Estupinan after he scored his team's second goal.

#FIFAWorldCupQatar2022 #FIFAWorldCup #WorldCup2022 #Qatar2022 https://t.co/CscgcO8iFc",positive
3593,2022-11-20 16:54:45+00:00,0,Twitter for Android,@FIFAWorldCup basically Valencia show. #WorldCup2022,neutral
3594,2022-11-20 16:54:44+00:00,23,Twitter for iPhone,Give me a thumbs up below 👇 if you are as excited as me for the the World Cup! #worldcup2022 #lotto #49sdraw https://t.co/cf1iTGa3Yu,positive
3595,2022-11-20 16:54:42+00:00,0,Twitter for Android,"So sad that Qatar had to literally try and ""TAKE OUT"" Valencia in order for Qatar's team to even stand a chance. Tell me I'm wrong...👀👀👀 #FIFAWorldCup #QatarWorldCup2022 #Qatar2022 #QatarWorldCup #WorldCup #WorldCup2022",negative
3596,2022-11-20 16:54:41+00:00,1,Twitter for iPhone,Happy World Cup! Go America and Brasil! #WorldCup #WorldCup2022 #bra #usa,positive
3597,2022-11-20 16:54:39+00:00,0,Twitter for iPad,Hey @JohnStrong Ahmad is not pronounced ‘Auk-med’ There is no ‘k’ in this name for starters #WorldCup2022,negative
3598,2022-11-20 16:54:38+00:00,0,Twitter for Android,"This can't be true. 
Is it? 
It's the #WorldCup2022 FFS. https://t.co/Ur5TYscsBd",negative
3599,2022-11-20 16:54:36+00:00,0,Twitter for iPhone,Ok I’m watching world cup opener but frowning a lot and pinching my nose #WorldCup2022,negative
3600,2022-11-20 16:54:36+00:00,0,Twitter Web App,That was... certainly a half of football. #WorldCup2022,positive
3601,2022-11-20 16:54:34+00:00,0,Twitter for Android,"This country is competing in #worldcup2022.

 Do you know what it's called in Arabic?

#Qatar2022 #worldcup #msa #fusha #learninglanguages #bilingual #polyglot #languages #languagestudy #arabicstudents #arabiclanguagelearners https://t.co/2w5xyHPqAQ",neutral
3602,2022-11-20 16:54:32+00:00,0,Twitter for iPhone,"Fun fact, this is the first time in World Cup history that the first half of the inaugural match ends with the hosts being 2-0 down! #WorldCup #WorldCup2022 #Mundial2022 #MundialQatar2022",positive
3603,2022-11-20 16:54:31+00:00,0,Twitter Web App,"How do we think this second half is going to go? 
#Ecuador #Qatar 

#WorldCup2022 #Qatar2022 #FIFAWorldCup",neutral
3604,2022-11-20 16:54:31+00:00,1,Twitter for iPhone,Enner Valencia is classic World Cup fare. I had no idea he was still going. #WorldCup2022,positive
3605,2022-11-20 16:54:31+00:00,0,Twitter Web App,"🏆🇶🇦FIFA World Cup Qatar 2022 
⏲️HALF TIME
🇶🇦Qatar 0⃣-2⃣ Ecuador🇪🇨
#Qatar2022 #WorldCup2022 #FIFAWorldCup2022 https://t.co/FjYhs5z6G9",neutral
3606,2022-11-20 16:54:29+00:00,2,Twitter for Android,Lola enjoys watching football but even this has sent her to sleep 😂 #WorldCup2022,positive
3607,2022-11-20 16:54:29+00:00,1,Twitter for Android,"Enner Goat Valencia 𓃵
#WorldCup2022 #Qatar2022 #QatarWorldCup https://t.co/g7bzR2fp8S",neutral
3608,2022-11-20 16:54:28+00:00,0,Twitter for iPhone,When you put the Christmas Club money that you was looking after for the whole Family on Qatar 1-0 because you read it on Twitter. #WorldCup2022 #Qatar2022 @bet365 https://t.co/1I2qPWwlAV,neutral
3609,2022-11-20 16:54:26+00:00,0,Twitter Web App,"Six things you need to know about the hosts of the 2022 FIFA Men's Football World Cup #WorldCup2022 #Qatar2022 #PayUpFIFA #Qatar #WM2022
https://t.co/6m7tUSwzFg",neutral
3610,2022-11-20 16:54:24+00:00,1,Twitter for Android,Think this Ronaldo clip sums up the Qatar and Ecuador first half well.... #WorldCup2022 https://t.co/SHGEeivk6l,neutral
3611,2022-11-20 16:54:23+00:00,5,Twitter for Android,Still waiting for the closeup camera shots of scantily dressed women in the crowd. 😜 #BBCFootball #WorldCup2022,neutral
3612,2022-11-20 16:54:20+00:00,1,Twitter for Android,"@MajimajiKenya they had a script leak from @OgadaOlunga ,though its a one sided affair Ecuador should maximise exploits from this match because going forward si rahisi...#WorldCup2022",neutral
3613,2022-11-20 16:54:17+00:00,2,Twitter for Android,"@markinneswilli Tell the organisers. I can't do anything. People like money over honour. It's a sad time for Western civilisation. 

#WorldCup 
#WorldCup2022",negative
3614,2022-11-20 16:54:15+00:00,2,Twitter for Advertisers,"🏆 | HALF-TIME: 🇶🇦0️⃣ v 🇪🇨2️⃣

𝗘𝗰𝘂𝗮𝗺𝗼𝗿𝗲? Tough start for hosts as Ecuador make perfect start.

How many more goals in this?

#QATECU #FIFAWorldCup #WorldCup2022

🔞 18+ https://t.co/9fj8GQUoFv

↘️ IN PLAY PRICES ↙️",neutral
3615,2022-11-20 16:54:15+00:00,0,Twitter Web App,"If you're in #NYC and looking for a nice, comfortable place to watch the #WorldCup #WorldCup2022, Shannon Pot at 10-50 44th Drive in Long Island City is open for business with the games on!",positive
3616,2022-11-20 16:54:14+00:00,28,Twitter for iPhone,"We are ready for the #WorldCup2022 ❤️

I wish I had a man to watch football with 🥺",positive
3617,2022-11-20 16:54:14+00:00,0,Twitter for iPhone,"Qatar don’t even know what an offside is , this is gonna be bad 🤣🚽 #WorldCup2022",negative
3618,2022-11-20 16:54:13+00:00,0,Twitter for Android,Qatar isn't far behind on those points either.#WorldCup2022,neutral
3619,2022-11-20 16:54:12+00:00,1,Twitter for Android,Miss the golden chance by Qatar at end of 1st half  #QatarWorldCup2022 #FIFAWorldCup #WorldCup2022,neutral
3620,2022-11-20 16:54:11+00:00,0,Twitter for Android,"Are they not playing Sasha's Ecuador?! 

Banging tune 

#Qatar2022 
#QatarWorldCup2022 
#FIFAWorldCup2022 
#WorldCup2022 
#WorldcupQatar2022",neutral
3621,2022-11-20 16:54:10+00:00,0,Twitter for iPhone,I mean you love to see it 😂😂 #Qatar2022 #WorldCup2022 #FIFAWorldCup https://t.co/C2UV1LXANf,positive
3622,2022-11-20 16:54:10+00:00,0,Twitter for iPhone,How’s he missed that header he’s had all week #WorldCup2022,neutral
3623,2022-11-20 16:54:08+00:00,0,Twitter for iPhone,"Ecuador is making a statement, Valencia could of had a hat trick already! #WorldCup #FIFAWorldCup #WorldCup2022",positive
3624,2022-11-20 16:54:07+00:00,0,Twitter for iPhone,True GOAT #WorldCup2022 https://t.co/GVNAZsLQd1,positive
3625,2022-11-20 16:54:07+00:00,0,Twitter for iPhone,It’s 3-0 in my mind. #WorldCup2022,neutral
3626,2022-11-20 16:54:06+00:00,0,Twitter for iPhone,Great opening match!!! This is why we love football. #FIFAWorldCup #WorldCup2022,positive
3627,2022-11-20 16:54:04+00:00,12,Twitter Web App,"🔥We will soon launch our useful features🔥

⚽️Betting
⚽️NFT
⚽️Roulette

🏆Up to 100K USDT Bonus🏆

#CryptoPitch #Airdrop #Binance #BNBChain #Worldcup2022 #TrendingNow https://t.co/ubgNE2vb8e",positive
3628,2022-11-20 16:54:04+00:00,0,Twitter for iPad,"FINAL 1er TIEMPO gana @LaTri 
2️⃣ #ECU  - 0️⃣ #QAT 
#Qatar2022 
 #FIFAWorldCup
#WorldCup2022 https://t.co/fUCWgrQJnf",neutral
3629,2022-11-20 16:53:59+00:00,0,Twitter for iPhone,When you’re wondering if you’ll have to #JamalKhashoggi the goal keeper. @FIFAWorldCup #bribes hey @elonmusk can we get twitter to look at doing live sports scoring updates. @USMNT #WorldCup2022 @FOXSports https://t.co/NAScS3umnr,neutral
3630,2022-11-20 16:53:56+00:00,1,Twitter for iPhone,Well we’re 45’ in and there’s drama.. #WorldCup2022,negative
3631,2022-11-20 16:53:54+00:00,0,Twitter for Android,"Rushed home for World Cup spoilt oody daft Women commentating..Totally ruined 
#WorldCup 
#BBC
#WorldCup2022 https://t.co/GlquF85R1m",negative
3632,2022-11-20 16:53:53+00:00,4,TweetDeck,"Qatar 0 - 2 Ecuador at half time. Qatar can't buy a goal, which comes a major surprise when you think about it #WorldCup2022",negative
3633,2022-11-20 16:53:53+00:00,0,Оwly,"A tough first half for #Qatar

#FifaWorldCup2022 #FifaWorldCup #WorldCup2022 #Qatar2022",neutral
3634,2022-11-20 16:53:52+00:00,0,Twitter for Android,"1st Half ended on:
QATAR 0
ECUADOR 2
#QatarEcuador 
#WorldCup2022 #Qatar2022      
#Qatar #Ecuador https://t.co/3kEfCR8EHy",neutral
3635,2022-11-20 16:53:52+00:00,0,Twitter Web App,"Happy that Canada made it to the World Cup for the first time ever, but unfortunately our debut is in one that's mired in so much controversy. 🇨🇦 #WorldCup2022 https://t.co/E7vag9F9Cf",positive
3636,2022-11-20 16:53:50+00:00,0,Twitter for iPhone,"It was a bad idea to bring #WorldCup2022 to Qatar! Even their players know that! No passion, no fighting for the ball.",negative
3637,2022-11-20 16:53:49+00:00,0,Twitter for Android,"@TheRealPitso @iDiskiTimes What about Qatar Celebration Mr Petso
#Qatar2022 #WorldCup2022 https://t.co/6pQboMP2n0",neutral
3638,2022-11-20 16:53:46+00:00,1,Twitter for Android,"Glad I put Ecuador as my dark horse this #WorldCup2022, anyone who's watched them in the qualifiers knows their a great team!

Qatar on the other hand... worst host nation ever??

They look at an artifical football team or something.",positive
3639,2022-11-20 16:53:45+00:00,4,Twitter for Android,"🎬 Watch 》Isr-aeli s-ettlers vandalize and put wood on the locks of the Pal-estinians shops in Al-Sahla, near the Ibrahimi Mosque in Hebron.

#SRE
#WorldCup2022 #QatarWorldCup #anime #ENGvNZ #GH22 #JungKook #SEVENTEEN https://t.co/I5C3NndvAz",neutral
3640,2022-11-20 16:53:43+00:00,0,Twitter for iPhone,Ali should have scored there!!!#WorldCup #WorldCup2022 #Mundial2022 #MundialQatar2022,neutral
3641,2022-11-20 16:53:41+00:00,0,Twitter for iPhone,"Is Qatar really playing today? I don’t think they have shot at goal once in the game ☹️ 
Ecuador doing their game and winning clearly as no opposition #WorldCup2022 #FIFAWorldCup",negative
3642,2022-11-20 16:53:40+00:00,1,TweetDeck,And now 15 minutes of BBC analysis of Qatari human rights abuses... #Qatar2022 #WorldCup2022,negative
3643,2022-11-20 16:53:39+00:00,1,Twitter for iPhone,I’m I the only one thinking that the World Cup fixture is a bit tacky?Considering certain country n their https://t.co/nYXvBwBJKZ’s league is a clear example of Qatar not knowing how to handle the game bcoz they are inexperienced.#FIFAWorldCup #WorldCup2022 #SaloneTwitter,negative
3644,2022-11-20 16:53:38+00:00,0,Twitter for iPhone,American commentator: “… on a plotter” #WorldCup2022,neutral
3645,2022-11-20 16:53:38+00:00,0,Twitter for iPhone,"So, are you watching the World Cup? #WorldCup2022",neutral
3646,2022-11-20 16:53:37+00:00,1,Twitter Web App,half time 2-0 qatar #WorldCup #WorldCup2022,neutral
3647,2022-11-20 16:53:37+00:00,0,Twitter for iPhone,"Almost scored… we’ll score at the second half

#WorldCup2022 
#FIFAWorldCup",positive
3648,2022-11-20 16:53:34+00:00,1,Twitter Web App,"Acording #SkyNews, the #Qatar STADIUMS for the #WorldCup2022 have cost (USD in millons):

1. Al Bayt - 847 
2. Lusail - 767 
3. Stadium974 -  717 
4. Education City - 700 
5. Al Janoub - 572 
6. Ahmed Bin Ali - 360 
7. Al Thumama - 342 
8. Khalifa International - 315",neutral
3649,2022-11-20 16:53:31+00:00,0,Twitter for Android,"What a cross, I would have buried that. I still have my Qatari ID if you want to save your #WorldCup2022 campaign @QFA #QATECU",neutral
3650,2022-11-20 16:53:29+00:00,0,Twitter Web App,You just know that #VAR is going to ruin #WorldCup2022 from a purely footballing perspective aside from all its other problems.,negative
3651,2022-11-20 16:53:28+00:00,1,Twitter Web App,"No bribery, it was his massive big red arrow shaped cock that made him offside.
#WorldCup2022 
@stuart4162 https://t.co/9oUbACJI7h",negative
3652,2022-11-20 16:53:27+00:00,0,Twitter Web App,"Bank Builder 

Over 1.5 FHG

1.9 Odds 

#FootyTips #Tipster #WorldCup2022 https://t.co/myKxgdMmpg",neutral
3653,2022-11-20 16:53:27+00:00,0,Twitter for Android,"FIFA must investigate how #ManchesterUnited went to play against #Ecuador in the name of #Qatar 
#WorldCup2022",neutral
3654,2022-11-20 16:53:26+00:00,4,Twitter for iPhone,Erner Valencia in the mix😂 #WorldCup2022 https://t.co/CvSBHXLEha,neutral
3655,2022-11-20 16:53:25+00:00,0,Twitter for Android,"Is it?
#PialaDunia2022 
#WorldCup2022",neutral
3656,2022-11-20 16:53:24+00:00,11,Twitter for Android,"""F**k, I forgot to transfer $25m to Enner Valencia."" 
#Qatar2022
 #QATECU
 #WorldCup2022
 #WorldcupQatar2022 

 #ennervalencia𓃵 https://t.co/hhd5VbnGex",negative
3657,2022-11-20 16:53:22+00:00,0,Twitter Web App,"For those who are confused about the offside on that first goal, there needs to be at least two defending players behind the ball, if the goalkeeper comes out and goes past the ball then there is only one player behind the ball then it is offside... #WorldCup2022 #Offside https://t.co/zNA8MFaa3e",neutral
3658,2022-11-20 16:53:22+00:00,1,Twitter for iPhone,Westerners comments on Twitter about the #WorldCup2022 is so funny. #FIFAWorldCup,positive
3659,2022-11-20 16:53:22+00:00,0,Twitter for iPhone,Oh man you HAVE to bury that. #QatarEcuador #WorldCup2022,negative
3660,2022-11-20 16:53:19+00:00,0,Twitter for Android,"99% of this Ecuador team is Black. 100% of the travelling supporters aren't... Economical inequality is a hell of a thing, among the other factors. #WorldCup2022",negative
3661,2022-11-20 16:53:19+00:00,0,Twitter for iPhone,#WorldCup2022 hope he’s okay :( https://t.co/IxUKMN4OeG,neutral
3662,2022-11-20 16:53:19+00:00,0,Hootsuite Inc.,I love soccer but I won’t be watching the World Cup: Qatar’s appalling human-rights record should give pause to even the most diehard fans #worldcup2022 #qatar #fifa @FIFAWorldCup @canadasocceren https://t.co/Ho3OXbSydo,negative
3663,2022-11-20 16:53:18+00:00,0,Twitter for Android,Perhaps now we will find out why the first goal was ruled out . #FIFAWorldCup #WorldCup #WorldCup2022,neutral
3664,2022-11-20 16:53:18+00:00,1,Twitter for Android,"Meanwhile #Ecuador's  Ener Valencia plays club football in Turkey for @FernabacheSCHub
 He has two goals in this #WorldCup2022 cup. The race for the golden boot begins",neutral
3665,2022-11-20 16:53:15+00:00,2,Twitter Web App,"Qatar gently weeps. 
Half Time : Qatar 0 - 2 Ecuador #WorldCup2022 #TheBeatles",neutral
3666,2022-11-20 16:53:15+00:00,49,Twitter for iPhone,"Half-time in Doha.

Qatar 0 - 2 Brighton &amp; Hove Albion

#bhafc #QATECU #WorldCup2022",neutral
3667,2022-11-20 16:53:14+00:00,0,Twitter for Android,"Looks as if there gonna be a few stonings and a couple of beheadings in Doha tonight

#WorldCup2022 
#QATvECU",negative
3668,2022-11-20 16:53:11+00:00,0,Twitter Web App,"Qatar wouldn't cut it in the Northern Premier League
#WorldCup2022",negative
3669,2022-11-20 16:53:11+00:00,0,Twitter for iPhone,The US commentary 😩😩😩 #WorldCup2022,negative
3670,2022-11-20 16:53:11+00:00,5,Twitter for iPhone,"So let’s begin 
This time cup is ours ❤️

Vamos Argentina 🇦🇷 
#WorldCup2022 https://t.co/aKZnJ7lQRz",positive
3671,2022-11-20 16:53:10+00:00,16,Twitter for iPhone,"Jhegson Mendez has completed the most passes in the game with 34 and keeps things ticking in the middle. No aggression, just keeping things calm.

He got the moves like Jheg-er too. 😂 #WorldCup2022",positive
3672,2022-11-20 16:53:09+00:00,0,Twitter for iPhone,If I was playing for Qatar I’d walk home at halftime and never show my face again #WorldCup2022 #qatarareshit,negative
3673,2022-11-20 16:53:07+00:00,1,Twitter for iPhone,"#WorldCup2022 
Bribes.
Human rights.
#FiFA
And anything in between.
Do you seriously believe bribes don’t exist in your country?
Also, what makes you think that the way you live is the right way, but in another country that’s unacceptable? 
Respect others &amp; stop hypocrisy!",negative
3674,2022-11-20 16:53:07+00:00,6,Twitter Web App,"World Cup in Metaverse ⚽️
#mymetafarm #WorldCup2022 https://t.co/cIYETncyzP",neutral
3675,2022-11-20 16:53:04+00:00,2,Twitter for iPhone,Watching the Worldcup Football like I watch ‘The Voice’ … first half of #QATECU and I turned 3 times… should have been 0-3 #WorldCup2022 #TheVoice #FIFAWorldCup #Qatar #BoycottQatar2022 #Qatar2022 #offsidemyass #riggedVAR #artbyDadara #dadara https://t.co/OF2OyQOfue,negative
3676,2022-11-20 16:53:03+00:00,0,Twitter for iPhone,One and only chance scuffed there #QATECU #WorldCup2022,negative
3677,2022-11-20 16:53:02+00:00,1,Twitter for iPhone,He was offside anyway! #WorldCup2022,neutral
3678,2022-11-20 16:53:01+00:00,0,Twitter for iPhone,How has he missed that!? That cross was sensational. #WorldCup2022,positive
3679,2022-11-20 16:53:01+00:00,0,Twitter for iPhone,"Qatar is so over matched by Ecuador this first half, the score should be way worse for them #WorldCup2022",negative
3680,2022-11-20 16:53:00+00:00,4,Twitter for iPhone,It's today I agree with the phrase “money cannot buy everything” #QATECU #WorldCup2022 #MorganFreeman #WorldCup https://t.co/IqBl8h1t4f,neutral
3681,2022-11-20 16:52:58+00:00,0,Twitter Web App,Iranian protestors refuse to negotiate with ‘murderers’ in regime https://t.co/rgiWiBgg4O via @YouTube #WomanLifeFreedom #WorldCup2022,negative
3682,2022-11-20 16:52:57+00:00,3,Twitter Web App,"Well that was Qatar's chance. Not sure they'll get another one. 

#QARECU #WorldCup2022",negative
3683,2022-11-20 16:52:54+00:00,0,Twitter for Android,"#Maluma Removed from my playlist 
#QatarWorldCup2022 
#WorldCup 
#WorldCup2022 https://t.co/ebI61pfYxh",negative
3684,2022-11-20 16:52:52+00:00,0,Twitter for Android,"Into first half Qatar when want to attack ,they confuse and don't know what they want . Beacuse of this they couldn't scors imo 
#WorldCup2022",negative
3685,2022-11-20 16:52:52+00:00,0,Twitter for iPhone,Qatar with all that oil money couldn’t put together a better team? Let’s go 🇪🇨 ! #WorldCup2022,neutral
3686,2022-11-20 16:52:50+00:00,6,Twitter for iPhone,Big matchup for @USMNT and @Cymru!  Who you got? (Ft/ @PaniniAmerica rtwc nfts) #whodoyoucollect #NFTs #WorldCup #WorldCup2022 #lazylion #WorldcupQatar2022 #PaniniStickerAlbum #paniniamerica https://t.co/VzO7YDHmfZ,neutral
3687,2022-11-20 16:52:50+00:00,316,Twitter for Android,"🎖️Enner Valencia has now scored more World Cup goals for Ecuador (5) than any other player in the competition’s history. 🇪🇨💪
#WorldCup2022 | #FIFAWorldCup https://t.co/f3AwQ0m8uS",positive
3688,2022-11-20 16:52:49+00:00,0,Twitter for Android,"@JioCinema #WorldCup streaming fix.

Change the camera view to ""Extended Stadium Feed"", it should not lag anymore.

#qatarvsequador #FIFAWorldCup    #WorldCup2022",neutral
3689,2022-11-20 16:52:49+00:00,160,Tweetbot for iΟS,"Golden chance for Qatar there! 

HT 2-0 Ecuador! #worldcup2022",positive
3690,2022-11-20 16:52:48+00:00,0,Twitter for Android,Funny #WorldCup2022 https://t.co/uKEkEYi7cI,positive
3691,2022-11-20 16:52:43+00:00,0,Twitter Web App,That was really racist of the BBC for not showing the opening ceremony of the world cup.#WorldCup2022,negative
3692,2022-11-20 16:52:42+00:00,0,Twitter for iPhone,Qatar is looking like a Sunday league team just saying 🤷🏻‍♂️ #WorldCup2022,neutral
3693,2022-11-20 16:52:41+00:00,0,Twitter for iPhone,World Cup = the only time I watch soccer ⚽️ #WorldCup2022,positive
3694,2022-11-20 16:52:40+00:00,0,Twitter for Android,This Qatar team issa Qatarstrophy #WorldcupQatar2022 #WorldCup2022 #WorldCup #QATECU,neutral
3695,2022-11-20 16:52:39+00:00,0,Twitter for iPhone,Ecuador 🇪🇨 has won more matches than Chelsea this season. #Qatar2022 #WorldCup2022,positive
3696,2022-11-20 16:52:39+00:00,4,Twitter for Android,When's the last time you saw a #WorldCup2022 opener so lacking l atmosphere? Ecuador is far too good for Qatar.,neutral
3697,2022-11-20 16:52:33+00:00,2,Twitter for iPhone,"@JioCinema has officially ruined the FIFA World Cup 22. 

Fix ittttttt nowwwwww😡😡😡😡😡 @FIFAWorldCup @JioCinema @justvoot 

#FIFAWorldCup #QatarWorldCup2022 #worstottplatform #WorldCup2022 #jiocinema",negative
3698,2022-11-20 16:52:32+00:00,3,Twitter for iPhone,"Qatar are shit at football
#WorldCup2022",negative
3699,2022-11-20 16:52:31+00:00,1,Twitter Web App,"The player from Ecuador 🇪🇨 Enner Valencia has scored the first goal of the #Qatar2022 World Cup against Qatar 🇶🇦 from the penalty spot. It is the first time in the history of the World Cups that the first goal is scored in this way.

#WorldCup2022 #WorldCup #MundialQatar2022",neutral
3700,2022-11-20 16:52:25+00:00,3,Twitter for Android,"To my football knowledge that is still in the basic stage. #Qatar2022 #Qatar2022 #qat
#WorldCup2022
#World #WorldcupQatar2022 #qat
is just too unprofessional for #WorldCup #WorldCup2022.#WorldcupQatar2022 #Ecuador
#ecu
should have score over four goals https://t.co/YAuulWFm2R",negative
3701,2022-11-20 16:52:24+00:00,0,Twitter for Android,Na this commentator dey make dis match sweet.. #QATECU #WorldCup2022,positive
3702,2022-11-20 16:52:22+00:00,0,Twitter for iPhone,"HALF TIME: Qatar 0-2 Ecuador 

The host nation have looked woefully out of their depth so far.. #WorldCup2022",negative
3703,2022-11-20 16:52:22+00:00,0,Twitter for iPhone,"“This is the longest period of possession they’ve had all half!”

Aka. “These lot are shite!”

BBC need to work on being impartial. #WorldCup2022",negative
3704,2022-11-20 16:52:20+00:00,0,Twitter for Android,"Who do you support?
Ex: I support Spain

🇪🇸 اِسْبانِيا
#Arabic #arabiclanguage #msa #fusha #Qatar2022    #worldcup2022 #fusha #fushaarabic #msa #arabicstudent #arabicstudents #arabiclanguagelearners https://t.co/z09twmgoMR",neutral
3705,2022-11-20 16:52:18+00:00,0,Twitter for iPhone,"Bird is not crying like bird o. 

Heard no host country ever lost a opening match. #FIFAWorldCup #WorldCup2022 #WorldCup",neutral
3706,2022-11-20 16:52:17+00:00,0,Twitter Web App,"#worldcup2022 
Me every time in class: https://t.co/xIM8TWQOTC",neutral
3707,2022-11-20 16:52:16+00:00,1,Twitter Web App,"Football in Art and Art in Football - https://t.co/t3lf9eS2eX   
ISLA PHILLIPS-EWEN
#WorldCup2022",neutral
3708,2022-11-20 16:52:14+00:00,5,Twitter for iPhone,#WorldCup2022 let’s go 🔥,positive
3709,2022-11-20 16:52:14+00:00,1,Twitter for iPhone,Mexico is in the house! Ready for the party Qatar!? #TikTok https://t.co/2S5v7kYumt 👈🏼🤘🏼🤘🏼 #CopaMundial #CopaMundialFIFAQatar2022 #WorldCup #WorldCup2022 #WorldcupQatar2022,positive
3710,2022-11-20 16:52:13+00:00,3,Twitter for iPhone,#Qatar is watching their investment into their amateur team burn before their eyes 😂😂😂 #WorldCup2022 #QatarWorldCup2022 https://t.co/noQkgG0ioq,negative
3711,2022-11-20 16:52:13+00:00,1,Twitter for iPhone,"Let’s accept, Quatar’s best performance at the #WorldCup2022 so far is still the opening ceremony.",positive
3712,2022-11-20 16:52:12+00:00,24,Twitter for Android,@IlmFeed The reason why #bbc isn’t showing is the opening ceremony of #WorldCup2022 #WorldcupQatar2022 #WorldCup,negative
3713,2022-11-20 16:52:11+00:00,1,Twitter Web App,"This opening #WorldCup2022 match is pretty much going as expected. 

I wonder if the players for Qatar ever laced up boots before today.",neutral
3714,2022-11-20 16:52:10+00:00,1,Twitter for Android,Live video from the Ecuador dressing room at half time #QATECU #Qatar2022 #QatarWorldCup #WorldCup2022 https://t.co/6MkHuZhpDA,neutral
3715,2022-11-20 16:52:08+00:00,1,Twitter for iPhone,"The fact that one of the strikers from Qatar, Akram Afif, sometimes is positioned as a centre-back tells you how bad they’re progressing the ball. 

#WorldCup2022",negative
3716,2022-11-20 16:52:06+00:00,0,Twitter for iPhone,"i hope @QFA_EN doesn’t get a goal, a draw or a win at #WorldCup2022. they deserve nothing",negative
3717,2022-11-20 16:52:04+00:00,1,Twitter for iPhone,"To the ref that called that goal offsides, I truly hope your family is returned to you safely from the #Qatar government. Because you fulfilled your part of the bargain. #offsidenoway #Cheaters #WorldCup #WorldcupQatar2022 #WorldCup2022 #cheatersneverwin",negative
3718,2022-11-20 16:52:00+00:00,0,Twitter for iPhone,It’s like watching Brazil. On barbiturates. #WorldCup2022,neutral
3719,2022-11-20 16:52:00+00:00,15,Twitter Web App,"Hey-hey-hey
 ⚽️ You know you can place a bet on your #Football #WorldCup2022 favs at #Bluechipio and win?🏆

And even if you not, you can take 50% Free Bet #cashback at BlueChip #sportsbook https://t.co/3DglWqGgj4",positive
3720,2022-11-20 16:51:57+00:00,124,Twitter Web App,Enner Valencia scores his second goal as Ecuador leads hosts Qatar in the opening fixture of the 2022 FIFA World Cup.  #FIFAWorldCup #WorldCup2022 #SokaNiSisi https://t.co/0ItcthOofl,neutral
3721,2022-11-20 16:51:57+00:00,0,Twitter for iPhone,"We are all so concerned about the #WorldCup2022 that we forgot to realize David hundeyin and FFK have been throwing jabs at each other for like 2 days straight 😂😂🔥🔥

Anyways, dem Dey beat ffk sha the scores be like 4-1.😭😭
#QATECU #Qatar2022 #WorldCup",neutral
3722,2022-11-20 16:51:55+00:00,0,Twitter for iPad,I wonder if there’s a women’s section in the stadium?  #WorldCup2022 #qatar #Ecuador #ECUQAT https://t.co/mKee2okqpV,neutral
3723,2022-11-20 16:51:55+00:00,0,Twitter Web App,"The first #WorldCup in the Middle East finally began Sunday night with a flashy opening ceremony and a match between #Qatar &amp; #Ecuador without any beer for sale in the stadium.

#FIFAWorldCup #WorldCup2022 #FIFA #EcuadorvsQatar #QatarWorldCup2022 https://t.co/7UfR02s8qX",positive
3724,2022-11-20 16:51:54+00:00,7,Twitter for iPhone,"Qatar manager at half time:

#Qatar2022 
#WorldCup2022 https://t.co/29wnbzeB0h",neutral
3725,2022-11-20 16:51:54+00:00,2,Twitter for Android,"#breakingnews
#fifa have introduced a new rule into the #WorldCup #WorldCup2022 
Basically they keep playing when #Qatar play and they win when they score.
Also #rushgoalie #goaliewhenneeded
It's their ball afterall.",neutral
3726,2022-11-20 16:51:53+00:00,0,Twitter Web App,"I’ve played in Fisherman’s Cup games with better pace, shape and flow, than this #WorldCup2022 

https://t.co/nZzh1dlspy",positive
3727,2022-11-20 16:51:53+00:00,1,Twitter for iPhone,"If you’re tempted to boycott the #WorldCup2022 for human rights violations but still really want to watch the game you love you, feel free to boycott this game solely on the gruesome football #QATEQU 😱😴",negative
3728,2022-11-20 16:51:51+00:00,1,Twitter for iPhone,Going seamlessly from futball to football #WorldCup2022,neutral
3729,2022-11-20 16:51:50+00:00,47,Twitter for Android,"100% of the goals scored at #WorldCup2022 have been scored by Ex West Ham players. 

We. Are. Massive ⚒️",positive
3730,2022-11-20 16:51:49+00:00,4,Twitter for iPhone,"Dion Dublin is a proper radio commentator, states everything that’s happening out loud and has to constantly talk without providing much substance. Poor pundit. #WorldCup2022",negative
3731,2022-11-20 16:51:47+00:00,3,Twitter for iPhone,Just loving the football. I hope Qatar don’t get a single goal at the #WorldCup2022,positive
3732,2022-11-20 16:51:41+00:00,0,Twitter for iPhone,So @QFA_EN couldn’t just buy this win no? #WorldCup2022,neutral
3733,2022-11-20 16:51:40+00:00,1,Twitter for Android,"I'm happy to see Qatar 🇶🇦 loosing! They must just catch warm hands

#FIFAWorldCup 
#Qatar2022 
#WorldCup2022",negative
